Año;Mes;Lote;Residuo;Distrito;Nombre distrito;Total
2024;ENERO;1;CAMA DE CABALLO;9;MONCLOA - ARAVACA;162,485
2024;ENERO;1;CARTON COMERCIAL;1;CENTRO;265,06
2024;ENERO;1;CARTON COMERCIAL;6;TETUAN;70,82
2024;ENERO;1;CARTON COMERCIAL;7;CHAMBERI;110,28
2024;ENERO;1;CARTON COMERCIAL;8;FUENCARRAL - EL PARDO;30,72
2024;ENERO;1;CARTON COMERCIAL;10;LATINA;34,93
2024;ENERO;1;CLINICOS;1;CENTRO;184,54
2024;ENERO;1;CLINICOS;6;TETUAN;14,46
2024;ENERO;1;CLINICOS;8;FUENCARRAL - EL PARDO;331,92
2024;ENERO;1;CLINICOS;9;MONCLOA - ARAVACA;251,62
2024;ENERO;1;CLINICOS;10;LATINA;37,98
2024;ENERO;1;ENVASES;1;CENTRO;311,48
2024;ENERO;1;ENVASES;6;TETUAN;496,54
2024;ENERO;1;ENVASES;7;CHAMBERI;512,06
2024;ENERO;1;ENVASES;8;FUENCARRAL - EL PARDO;778
2024;ENERO;1;ENVASES;9;MONCLOA - ARAVACA;473,4
2024;ENERO;1;ENVASES;10;LATINA;767,2
2024;ENERO;1;ORGANICA;1;CENTRO;2048,62
2024;ENERO;1;ORGANICA;6;TETUAN;1078,58
2024;ENERO;1;ORGANICA;7;CHAMBERI;1164,26
2024;ENERO;1;ORGANICA;8;FUENCARRAL - EL PARDO;1721,68
2024;ENERO;1;ORGANICA;9;MONCLOA - ARAVACA;1169,16
2024;ENERO;1;ORGANICA;10;LATINA;1480,38
2024;ENERO;1;PAPEL-CARTON;1;CENTRO;502,54
2024;ENERO;1;PAPEL-CARTON;6;TETUAN;422,58
2024;ENERO;1;PAPEL-CARTON;7;CHAMBERI;305,26
2024;ENERO;1;PAPEL-CARTON;8;FUENCARRAL - EL PARDO;740,12
2024;ENERO;1;PAPEL-CARTON;9;MONCLOA - ARAVACA;323,2
2024;ENERO;1;PAPEL-CARTON;10;LATINA;387,08
2024;ENERO;1;PILAS;1;CENTRO;0,114028502
2024;ENERO;1;PILAS;6;TETUAN;0,132731692
2024;ENERO;1;PILAS;7;CHAMBERI;0,088809695
2024;ENERO;1;PILAS;8;FUENCARRAL - EL PARDO;0,137083935
2024;ENERO;1;PILAS;9;MONCLOA - ARAVACA;0,087970649
2024;ENERO;1;PILAS;10;LATINA;0,159938038
2024;ENERO;1;PUNTOS LIMPIOS;8;FUENCARRAL - EL PARDO;148,1
2024;ENERO;1;PUNTOS LIMPIOS;9;MONCLOA - ARAVACA;52,8
2024;ENERO;1;PUNTOS LIMPIOS;10;LATINA;127,98
2024;ENERO;1;RCD;1;CENTRO;132,47
2024;ENERO;1;RCD;6;TETUAN;37,89
2024;ENERO;1;RCD;7;CHAMBERI;50,76
2024;ENERO;1;RCD;8;FUENCARRAL - EL PARDO;114,235
2024;ENERO;1;RCD;9;MONCLOA - ARAVACA;63,11
2024;ENERO;1;RCD;10;LATINA;45,02
2024;ENERO;1;RESTO;1;CENTRO;3269,58
2024;ENERO;1;RESTO;6;TETUAN;2254,18
2024;ENERO;1;RESTO;7;CHAMBERI;1718,48
2024;ENERO;1;RESTO;8;FUENCARRAL - EL PARDO;3206,3
2024;ENERO;1;RESTO;9;MONCLOA - ARAVACA;2087,24
2024;ENERO;1;RESTO;10;LATINA;3101,58
2024;ENERO;1;ROPA;1;CENTRO;19,75
2024;ENERO;1;ROPA;6;TETUAN;11,395
2024;ENERO;1;ROPA;7;CHAMBERI;23,15
2024;ENERO;1;ROPA;8;FUENCARRAL - EL PARDO;15,88
2024;ENERO;1;ROPA;9;MONCLOA - ARAVACA;11,205
2024;ENERO;1;ROPA;10;LATINA;27,885
2024;ENERO;1;VIDRIO;1;CENTRO;659,36
2024;ENERO;1;VIDRIO;6;TETUAN;343,08
2024;ENERO;1;VIDRIO;7;CHAMBERI;350,4
2024;ENERO;1;VIDRIO;8;FUENCARRAL - EL PARDO;254,8
2024;ENERO;1;VIDRIO;9;MONCLOA - ARAVACA;354,42
2024;ENERO;1;VIDRIO;10;LATINA;281,54
2024;ENERO;1;VIDRIO COMERCIAL;1;CENTRO;113,18
2024;ENERO;2;CARTON COMERCIAL;3;RETIRO;48,26
2024;ENERO;2;CARTON COMERCIAL;4;SALAMANCA;64,48
2024;ENERO;2;CARTON COMERCIAL;5;CHAMARTIN;78,3
2024;ENERO;2;CARTON COMERCIAL;14;MORATALAZ;29,78
2024;ENERO;2;CARTON COMERCIAL;15;CIUDAD LINEAL;50,52
2024;ENERO;2;CARTON COMERCIAL;16;HORTALEZA;55,02
2024;ENERO;2;CARTON COMERCIAL;19;VICALVARO;27,82
2024;ENERO;2;CARTON COMERCIAL;21;BARAJAS;34,98
2024;ENERO;2;CLINICOS;3;RETIRO;202,62
2024;ENERO;2;CLINICOS;4;SALAMANCA;124,08
2024;ENERO;2;CLINICOS;15;CIUDAD LINEAL;138,98
2024;ENERO;2;ENVASES;3;RETIRO;367,94
2024;ENERO;2;ENVASES;4;SALAMANCA;527,82
2024;ENERO;2;ENVASES;5;CHAMARTIN;497,14
2024;ENERO;2;ENVASES;14;MORATALAZ;296,7
2024;ENERO;2;ENVASES;15;CIUDAD LINEAL;791,58
2024;ENERO;2;ENVASES;16;HORTALEZA;703,5
2024;ENERO;2;ENVASES;19;VICALVARO;300,62
2024;ENERO;2;ENVASES;20;SAN BLAS - CANILLEJAS;546,02
2024;ENERO;2;ENVASES;21;BARAJAS;187,9
2024;ENERO;2;ORGANICA;3;RETIRO;937,74
2024;ENERO;2;ORGANICA;4;SALAMANCA;1612,26
2024;ENERO;2;ORGANICA;5;CHAMARTIN;1323,16
2024;ENERO;2;ORGANICA;14;MORATALAZ;319,4
2024;ENERO;2;ORGANICA;15;CIUDAD LINEAL;1098,8
2024;ENERO;2;ORGANICA;16;HORTALEZA;1171,5
2024;ENERO;2;ORGANICA;19;VICALVARO;833,68
2024;ENERO;2;ORGANICA;20;SAN BLAS - CANILLEJAS;1044,72
2024;ENERO;2;ORGANICA;21;BARAJAS;537,42
2024;ENERO;2;PAPEL-CARTON;3;RETIRO;292,22
2024;ENERO;2;PAPEL-CARTON;4;SALAMANCA;663,06
2024;ENERO;2;PAPEL-CARTON;5;CHAMARTIN;349,64
2024;ENERO;2;PAPEL-CARTON;14;MORATALAZ;237,08
2024;ENERO;2;PAPEL-CARTON;15;CIUDAD LINEAL;352,48
2024;ENERO;2;PAPEL-CARTON;16;HORTALEZA;471,86
2024;ENERO;2;PAPEL-CARTON;19;VICALVARO;90,84
2024;ENERO;2;PAPEL-CARTON;20;SAN BLAS - CANILLEJAS;394,1
2024;ENERO;2;PAPEL-CARTON;21;BARAJAS;119,92
2024;ENERO;2;PILAS;3;RETIRO;0,040263253
2024;ENERO;2;PILAS;4;SALAMANCA;0,102171421
2024;ENERO;2;PILAS;5;CHAMARTIN;0,107653111
2024;ENERO;2;PILAS;14;MORATALAZ;0,05265839
2024;ENERO;2;PILAS;15;CIUDAD LINEAL;0,09518265
2024;ENERO;2;PILAS;16;HORTALEZA;0,185081267
2024;ENERO;2;PILAS;19;VICALVARO;0,079195015
2024;ENERO;2;PILAS;20;SAN BLAS - CANILLEJAS;0,08610975
2024;ENERO;2;PILAS;21;BARAJAS;0,086694407
2024;ENERO;2;PUNTOS LIMPIOS;3;RETIRO;2,2
2024;ENERO;2;PUNTOS LIMPIOS;5;CHAMARTIN;114,8
2024;ENERO;2;PUNTOS LIMPIOS;14;MORATALAZ;55,68
2024;ENERO;2;PUNTOS LIMPIOS;15;CIUDAD LINEAL;67,86
2024;ENERO;2;PUNTOS LIMPIOS;16;HORTALEZA;73,04
2024;ENERO;2;PUNTOS LIMPIOS;19;VICALVARO;28,8
2024;ENERO;2;PUNTOS LIMPIOS;20;SAN BLAS - CANILLEJAS;76,48
2024;ENERO;2;PUNTOS LIMPIOS;21;BARAJAS;31,6
2024;ENERO;2;RCD;3;RETIRO;24,48
2024;ENERO;2;RCD;4;SALAMANCA;79,99
2024;ENERO;2;RCD;5;CHAMARTIN;202,95
2024;ENERO;2;RCD;14;MORATALAZ;113,59
2024;ENERO;2;RCD;15;CIUDAD LINEAL;132,07
2024;ENERO;2;RCD;16;HORTALEZA;96,56
2024;ENERO;2;RCD;19;VICALVARO;135,6
2024;ENERO;2;RCD;20;SAN BLAS - CANILLEJAS;115,41
2024;ENERO;2;RCD;21;BARAJAS;120,68
2024;ENERO;2;RESTO;3;RETIRO;1253,62
2024;ENERO;2;RESTO;4;SALAMANCA;1669,44
2024;ENERO;2;RESTO;5;CHAMARTIN;1763,08
2024;ENERO;2;RESTO;14;MORATALAZ;1171,9
2024;ENERO;2;RESTO;15;CIUDAD LINEAL;2809,24
2024;ENERO;2;RESTO;16;HORTALEZA;2394,26
2024;ENERO;2;RESTO;19;VICALVARO;1603,52
2024;ENERO;2;RESTO;20;SAN BLAS - CANILLEJAS;2228,54
2024;ENERO;2;RESTO;21;BARAJAS;850,42
2024;ENERO;2;ROPA;3;RETIRO;2,29
2024;ENERO;2;ROPA;4;SALAMANCA;10,01
2024;ENERO;2;ROPA;5;CHAMARTIN;17,9
2024;ENERO;2;ROPA;14;MORATALAZ;5,37
2024;ENERO;2;ROPA;15;CIUDAD LINEAL;9,53
2024;ENERO;2;ROPA;16;HORTALEZA;8,54
2024;ENERO;2;ROPA;19;VICALVARO;5,73
2024;ENERO;2;ROPA;20;SAN BLAS - CANILLEJAS;11,22
2024;ENERO;2;ROPA;21;BARAJAS;5,27
2024;ENERO;2;VIDRIO;3;RETIRO;445,22
2024;ENERO;2;VIDRIO;4;SALAMANCA;434,86
2024;ENERO;2;VIDRIO;5;CHAMARTIN;231,44
2024;ENERO;2;VIDRIO;14;MORATALAZ;285,56
2024;ENERO;2;VIDRIO;15;CIUDAD LINEAL;194,5
2024;ENERO;2;VIDRIO;16;HORTALEZA;165,22
2024;ENERO;2;VIDRIO;19;VICALVARO;164,02
2024;ENERO;2;VIDRIO;20;SAN BLAS - CANILLEJAS;203,46
2024;ENERO;2;VIDRIO;21;BARAJAS;128,7
2024;ENERO;2;VIDRIO COMERCIAL;4;SALAMANCA;129,72
2024;ENERO;3;ANIMALES MUERTOS;99;SIN DISTRITO;8,88
2024;ENERO;3;CARTON COMERCIAL;2;ARGANZUELA;37,9
2024;ENERO;3;CARTON COMERCIAL;11;CARABANCHEL;39,98
2024;ENERO;3;CARTON COMERCIAL;12;USERA;39,38
2024;ENERO;3;CARTON COMERCIAL;13;PUENTE DE VALLECAS;42,66
2024;ENERO;3;CARTON COMERCIAL;17;VILLAVERDE;29,56
2024;ENERO;3;CARTON COMERCIAL;18;VILLA DE VALLECAS;22,62
2024;ENERO;3;CLINICOS;12;USERA;176,78
2024;ENERO;3;CLINICOS;13;PUENTE DE VALLECAS;37,78
2024;ENERO;3;ENVASES;2;ARGANZUELA;506,78
2024;ENERO;3;ENVASES;11;CARABANCHEL;1073,86
2024;ENERO;3;ENVASES;12;USERA;476,02
2024;ENERO;3;ENVASES;13;PUENTE DE VALLECAS;899,14
2024;ENERO;3;ENVASES;17;VILLAVERDE;462,98
2024;ENERO;3;ENVASES;18;VILLA DE VALLECAS;403,02
2024;ENERO;3;ORGANICA;2;ARGANZUELA;832,62
2024;ENERO;3;ORGANICA;11;CARABANCHEL;1556,72
2024;ENERO;3;ORGANICA;12;USERA;943,7
2024;ENERO;3;ORGANICA;13;PUENTE DE VALLECAS;1425,86
2024;ENERO;3;ORGANICA;17;VILLAVERDE;1237,24
2024;ENERO;3;ORGANICA;18;VILLA DE VALLECAS;1754,14
2024;ENERO;3;PAPEL-CARTON;2;ARGANZUELA;393,02
2024;ENERO;3;PAPEL-CARTON;11;CARABANCHEL;339,28
2024;ENERO;3;PAPEL-CARTON;12;USERA;208,54
2024;ENERO;3;PAPEL-CARTON;13;PUENTE DE VALLECAS;300,44
2024;ENERO;3;PAPEL-CARTON;17;VILLAVERDE;217,76
2024;ENERO;3;PAPEL-CARTON;18;VILLA DE VALLECAS;200,1
2024;ENERO;3;PILAS;2;ARGANZUELA;0,093106637
2024;ENERO;3;PILAS;11;CARABANCHEL;0,157690692
2024;ENERO;3;PILAS;12;USERA;0,136248075
2024;ENERO;3;PILAS;13;PUENTE DE VALLECAS;0,083365343
2024;ENERO;3;PILAS;17;VILLAVERDE;0,078485525
2024;ENERO;3;PILAS;18;VILLA DE VALLECAS;0,04215339
2024;ENERO;3;PILAS;99;SIN DISTRITO;6,641
2024;ENERO;3;PUNTOS LIMPIOS;2;ARGANZUELA;61,2
2024;ENERO;3;PUNTOS LIMPIOS;11;CARABANCHEL;47,08
2024;ENERO;3;PUNTOS LIMPIOS;12;USERA;35,66
2024;ENERO;3;PUNTOS LIMPIOS;13;PUENTE DE VALLECAS;34,8
2024;ENERO;3;PUNTOS LIMPIOS;17;VILLAVERDE;55,32
2024;ENERO;3;PUNTOS LIMPIOS;18;VILLA DE VALLECAS;98,36
2024;ENERO;3;RCD;2;ARGANZUELA;32,28
2024;ENERO;3;RCD;11;CARABANCHEL;41,5
2024;ENERO;3;RCD;12;USERA;47,27
2024;ENERO;3;RCD;13;PUENTE DE VALLECAS;39,88
2024;ENERO;3;RCD;17;VILLAVERDE;64,51
2024;ENERO;3;RCD;18;VILLA DE VALLECAS;71,98
2024;ENERO;3;RESTO;2;ARGANZUELA;1588,73
2024;ENERO;3;RESTO;11;CARABANCHEL;3816,8
2024;ENERO;3;RESTO;12;USERA;1446,74
2024;ENERO;3;RESTO;13;PUENTE DE VALLECAS;3448,98
2024;ENERO;3;RESTO;17;VILLAVERDE;2542,46
2024;ENERO;3;RESTO;18;VILLA DE VALLECAS;2474,88
2024;ENERO;3;ROPA;2;ARGANZUELA;13,305
2024;ENERO;3;ROPA;11;CARABANCHEL;3,4
2024;ENERO;3;ROPA;12;USERA;9,66
2024;ENERO;3;ROPA;13;PUENTE DE VALLECAS;7,615
2024;ENERO;3;ROPA;17;VILLAVERDE;6,66
2024;ENERO;3;ROPA;18;VILLA DE VALLECAS;12,325
2024;ENERO;3;VIDRIO;2;ARGANZUELA;215,8
2024;ENERO;3;VIDRIO;11;CARABANCHEL;269,18
2024;ENERO;3;VIDRIO;12;USERA;241,12
2024;ENERO;3;VIDRIO;13;PUENTE DE VALLECAS;228,62
2024;ENERO;3;VIDRIO;17;VILLAVERDE;195,54
2024;ENERO;3;VIDRIO;18;VILLA DE VALLECAS;190,56
2024;FEBRERO;1;CAMA DE CABALLO;9;MONCLOA - ARAVACA;128,885
2024;FEBRERO;1;CARTON COMERCIAL;1;CENTRO;241,58
2024;FEBRERO;1;CARTON COMERCIAL;6;TETUAN;70,82
2024;FEBRERO;1;CARTON COMERCIAL;7;CHAMBERI;106,06
2024;FEBRERO;1;CARTON COMERCIAL;8;FUENCARRAL - EL PARDO;29,24
2024;FEBRERO;1;CARTON COMERCIAL;10;LATINA;35,42
2024;FEBRERO;1;CLINICOS;1;CENTRO;185,72
2024;FEBRERO;1;CLINICOS;6;TETUAN;16,32
2024;FEBRERO;1;CLINICOS;8;FUENCARRAL - EL PARDO;313,12
2024;FEBRERO;1;CLINICOS;9;MONCLOA - ARAVACA;262,22
2024;FEBRERO;1;CLINICOS;10;LATINA;28,94
2024;FEBRERO;1;ENVASES;1;CENTRO;304,1
2024;FEBRERO;1;ENVASES;6;TETUAN;448,42
2024;FEBRERO;1;ENVASES;7;CHAMBERI;485,56
2024;FEBRERO;1;ENVASES;8;FUENCARRAL - EL PARDO;685,08
2024;FEBRERO;1;ENVASES;9;MONCLOA - ARAVACA;445,76
2024;FEBRERO;1;ENVASES;10;LATINA;700,88
2024;FEBRERO;1;ORGANICA;1;CENTRO;2004,72
2024;FEBRERO;1;ORGANICA;6;TETUAN;1025,18
2024;FEBRERO;1;ORGANICA;7;CHAMBERI;1122,39
2024;FEBRERO;1;ORGANICA;8;FUENCARRAL - EL PARDO;1567,8
2024;FEBRERO;1;ORGANICA;9;MONCLOA - ARAVACA;1114,46
2024;FEBRERO;1;ORGANICA;10;LATINA;1378,54
2024;FEBRERO;1;PAPEL-CARTON;1;CENTRO;491,52
2024;FEBRERO;1;PAPEL-CARTON;6;TETUAN;396,66
2024;FEBRERO;1;PAPEL-CARTON;7;CHAMBERI;276,48
2024;FEBRERO;1;PAPEL-CARTON;8;FUENCARRAL - EL PARDO;645,36
2024;FEBRERO;1;PAPEL-CARTON;9;MONCLOA - ARAVACA;291,56
2024;FEBRERO;1;PAPEL-CARTON;10;LATINA;325,62
2024;FEBRERO;1;PILAS;1;CENTRO;0,104885682
2024;FEBRERO;1;PILAS;6;TETUAN;0,123640261
2024;FEBRERO;1;PILAS;7;CHAMBERI;0,081320539
2024;FEBRERO;1;PILAS;8;FUENCARRAL - EL PARDO;0,12810343
2024;FEBRERO;1;PILAS;9;MONCLOA - ARAVACA;0,079945646
2024;FEBRERO;1;PILAS;10;LATINA;0,150080947
2024;FEBRERO;1;PUNTOS LIMPIOS;8;FUENCARRAL - EL PARDO;149,46
2024;FEBRERO;1;PUNTOS LIMPIOS;9;MONCLOA - ARAVACA;54,94
2024;FEBRERO;1;PUNTOS LIMPIOS;10;LATINA;165,38
2024;FEBRERO;1;RCD;1;CENTRO;110,595
2024;FEBRERO;1;RCD;6;TETUAN;48,915
2024;FEBRERO;1;RCD;7;CHAMBERI;54,99
2024;FEBRERO;1;RCD;8;FUENCARRAL - EL PARDO;123,78
2024;FEBRERO;1;RCD;9;MONCLOA - ARAVACA;70,385
2024;FEBRERO;1;RCD;10;LATINA;55,725
2024;FEBRERO;1;RESTO;1;CENTRO;3108,28
2024;FEBRERO;1;RESTO;6;TETUAN;2143,86
2024;FEBRERO;1;RESTO;7;CHAMBERI;1701,62
2024;FEBRERO;1;RESTO;8;FUENCARRAL - EL PARDO;2932,8
2024;FEBRERO;1;RESTO;9;MONCLOA - ARAVACA;1977,3
2024;FEBRERO;1;RESTO;10;LATINA;2836
2024;FEBRERO;1;ROPA;1;CENTRO;13,135
2024;FEBRERO;1;ROPA;6;TETUAN;11,08
2024;FEBRERO;1;ROPA;7;CHAMBERI;14,865
2024;FEBRERO;1;ROPA;8;FUENCARRAL - EL PARDO;12,065
2024;FEBRERO;1;ROPA;9;MONCLOA - ARAVACA;10,875
2024;FEBRERO;1;ROPA;10;LATINA;23,025
2024;FEBRERO;1;VIDRIO;1;CENTRO;624,14
2024;FEBRERO;1;VIDRIO;6;TETUAN;306,04
2024;FEBRERO;1;VIDRIO;7;CHAMBERI;332,24
2024;FEBRERO;1;VIDRIO;8;FUENCARRAL - EL PARDO;235,88
2024;FEBRERO;1;VIDRIO;9;MONCLOA - ARAVACA;336,96
2024;FEBRERO;1;VIDRIO;10;LATINA;232,76
2024;FEBRERO;1;VIDRIO COMERCIAL;1;CENTRO;114,92
2024;FEBRERO;2;CARTON COMERCIAL;3;RETIRO;50,38
2024;FEBRERO;2;CARTON COMERCIAL;4;SALAMANCA;74
2024;FEBRERO;2;CARTON COMERCIAL;5;CHAMARTIN;69,26
2024;FEBRERO;2;CARTON COMERCIAL;14;MORATALAZ;31,3
2024;FEBRERO;2;CARTON COMERCIAL;15;CIUDAD LINEAL;39,88
2024;FEBRERO;2;CARTON COMERCIAL;16;HORTALEZA;41,3
2024;FEBRERO;2;CARTON COMERCIAL;19;VICALVARO;29,48
2024;FEBRERO;2;CARTON COMERCIAL;20;SAN BLAS - CANILLEJAS;1,7
2024;FEBRERO;2;CARTON COMERCIAL;21;BARAJAS;20,06
2024;FEBRERO;2;CLINICOS;3;RETIRO;182,3
2024;FEBRERO;2;CLINICOS;4;SALAMANCA;125,52
2024;FEBRERO;2;CLINICOS;15;CIUDAD LINEAL;139,42
2024;FEBRERO;2;CONTENEDORES DE ROPA;16;HORTALEZA;0,54
2024;FEBRERO;2;ENVASES;3;RETIRO;329,4
2024;FEBRERO;2;ENVASES;4;SALAMANCA;483,24
2024;FEBRERO;2;ENVASES;5;CHAMARTIN;469,68
2024;FEBRERO;2;ENVASES;14;MORATALAZ;234,76
2024;FEBRERO;2;ENVASES;15;CIUDAD LINEAL;693,04
2024;FEBRERO;2;ENVASES;16;HORTALEZA;634,34
2024;FEBRERO;2;ENVASES;19;VICALVARO;304,92
2024;FEBRERO;2;ENVASES;20;SAN BLAS - CANILLEJAS;495,16
2024;FEBRERO;2;ENVASES;21;BARAJAS;147,82
2024;FEBRERO;2;ORGANICA;3;RETIRO;891,92
2024;FEBRERO;2;ORGANICA;4;SALAMANCA;1546,7
2024;FEBRERO;2;ORGANICA;5;CHAMARTIN;1265,68
2024;FEBRERO;2;ORGANICA;14;MORATALAZ;321,48
2024;FEBRERO;2;ORGANICA;15;CIUDAD LINEAL;1023,08
2024;FEBRERO;2;ORGANICA;16;HORTALEZA;1099,88
2024;FEBRERO;2;ORGANICA;19;VICALVARO;753,56
2024;FEBRERO;2;ORGANICA;20;SAN BLAS - CANILLEJAS;976,88
2024;FEBRERO;2;ORGANICA;21;BARAJAS;480,68
2024;FEBRERO;2;PAPEL-CARTON;3;RETIRO;269,76
2024;FEBRERO;2;PAPEL-CARTON;4;SALAMANCA;563,7
2024;FEBRERO;2;PAPEL-CARTON;5;CHAMARTIN;315,52
2024;FEBRERO;2;PAPEL-CARTON;14;MORATALAZ;218,3
2024;FEBRERO;2;PAPEL-CARTON;15;CIUDAD LINEAL;320,68
2024;FEBRERO;2;PAPEL-CARTON;16;HORTALEZA;401,24
2024;FEBRERO;2;PAPEL-CARTON;19;VICALVARO;88,34
2024;FEBRERO;2;PAPEL-CARTON;20;SAN BLAS - CANILLEJAS;319,66
2024;FEBRERO;2;PAPEL-CARTON;21;BARAJAS;92,6
2024;FEBRERO;2;PILAS;3;RETIRO;0,037365419
2024;FEBRERO;2;PILAS;4;SALAMANCA;0,090765757
2024;FEBRERO;2;PILAS;5;CHAMARTIN;0,101039558
2024;FEBRERO;2;PILAS;14;MORATALAZ;0,049482855
