FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,NROPLAZAS,TOTALPLAZAS
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2d9f,65947,APARCABICIS_115,Esquina con c/ Virgen de las Flores,"CALLE VIRGEN DE FLORES, 4 ",POINT (371108.879988818 4064609.94264957),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da0,65943,APARCABICIS_105,Esquina con c/ Simeón Jiménez Reyna,"CALLE INGENIERO DE LA TORRE ACOSTA, 5 ",POINT (371515.120192506 4064760.81186239),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da1,66098,APARCABICIS_308,Frente Cl. Compositor Lehmberg Ruiz,"CALLE HILERA, 8 ",POINT (372254.598543426 4064581.60738627),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da2,65890,APARCABICIS_342,,"CALLE LA UNIÓN, 68 ",POINT (371108.999732171 4063589.00022415),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da3,65956,APARCABICIS_137,I.E.S. Sata Bárbara,"AVENIDA DE EUROPA, 153 ",POINT (369515.475275822 4062093.3791773),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da4,65897,APARCABICIS_134,Palacio de Deportes José Mª Martín Carpena,"CALLE MIGUEL DE MÉRIDA NICOLICH, 2 ",POINT (369584.009612477 4060612.61260427),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da5,65906,APARCABICIS_140,Esq. con Cl. Villanueva de Tapia.,"CALLE VILLANUEVA DE ALGAIDAS, 14 ",POINT (369978.80387597 4061070.60019786),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da6,65940,APARCABICIS_096,A la altura de la Plaza Aparejador Federico Bermudez,"CALLE INGENIERO DE LA TORRE ACOSTA, 9 ",POINT (371442.252356292 4064886.43794736),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da7,65968,APARCABICIS_119,Junto a Colegio San José.,"CALLE VIRGEN DE FLORES, 23 ",POINT (371125.146855634 4064834.34125484),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da8,65882,APARCABICIS_336,C/ CORREGIDOR NICOLAS ISIDRO - ESQ. ALMOGIA,"CALLE CORREGIDOR NICOLÁS ISIDRO, 16 ",POINT (370196.999623012 4064232.0005862),,,,,,MUNICIPAL,No,No,5,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2da9,66013,APARCABICIS_170,Esquina Cl. Navarro Ledesma,"CALLE ALICIA ALONSO, 2 ",POINT (367227.746232252 4065144.60628475),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2daa,65944,APARCABICIS_106,Esquina con c/ Obispo Ángel Herrera Oria,"CALLE INGENIERO DE LA TORRE ACOSTA, 4 ",POINT (371657.323535331 4064593.11008459),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dab,65960,APARCABICIS_145,Esquina con c/ Conde Lucanor,"CALLE WILKINSON, 46 ",POINT (369502.552051744 4059167.29826677),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dac,65893,APARCABICIS_002,Esquina con Cl. Escultor Palma Burgos,"CALLE ESCULTOR PALMA BURGOS, 3 ",POINT (371601.945067229 4064415.48703209),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dad,66118,APARCABICIS_320,Esq. C/ Huerta del Obispo,"CALLE HUERTA DEL OBISPO, 10 ",POINT (372491.774418261 4064705.17759747),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dae,66101,APARCABICIS_258,,"CALLE BOLIVIA, 63 ",POINT (376957.340333701 4064878.30376977),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2daf,66067,APARCABICIS_274,A la altura del  número 11,"CALLE DOCTOR GÁLVEZ MOLL, 11 ",POINT (372502.598952851 4066901.6898716),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db0,66052,APARCABICIS_260,Esquina Av. Cervantes,"AVENIDA DE CERVANTES, 2 ",POINT (373530.395999147 4064719.00077826),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db1,65979,APARCABICIS_191,Frente al Ayuntamiento.,"AVENIDA DE CERVANTES, 4 ",POINT (373649.024136046 4064749.20516785),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db2,66120,APARCABICIS_322,Esq. Calle Cervantes con Plaza de la Malagueta,"CALLE CERVANTES, 15 ",POINT (374079.447644797 4064594.06007974),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db3,66002,APARCABICIS_169,Junto a Colegio Rafael Alberti.,"CALLE DEL MARQUÉS DE MANTUA, 17 ",POINT (373676.00819719 4068092.98604193),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db4,65984,APARCABICIS_198,Esquina Av. Manuel Agustín Heredia.,"CALLE TOMÁS HEREDIA, 25 ",POINT (372955.000409924 4064193.00001731),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db5,65899,APARCABICIS_035,Paseo Marítimo frente a nº23,"PASEO MARÍTIMO CIUDAD DE MELILLA, 23 ",POINT (374009.719224612 4064487.45366358),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db6,65990,APARCABICIS_210,Avenida de la Rosaleda.,"AVENIDA DE LA ROSALEDA, 19 ",POINT (372701.867121759 4065265.23908667),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db7,65991,APARCABICIS_222,Esquina c/ Mármoles.,"CALLE PESO DE LA HARINA, 25 ",POINT (372212.437890527 4064916.789503),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db8,74269,APARCABICIS_590,Calle Alonso Cano esquina con Arroyo de los Angeles,"CALLE ALONSO CANO, 15 ",POINT (372376.461000716 4065612.97336869),,,,,,MUNICIPAL,No,No,3,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2db9,66030,APARCABICIS_226,Esq. con Cl. Luis Braille,"CALLE MARTÍNEZ MALDONADO, 43 ",POINT (371851.185270654 4064927.96294624),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dba,66014,APARCABICIS_235,Esquina con Cl. Barrera de la Trinidad.,"PLAZA BAILÉN, 12 ",POINT (372158.685111511 4065211.20008795),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dbb,65887,APARCABICIS_339,,"CALLE CARRETERÍA, 30 ",POINT (372797.999947964 4065025.00012696),,,,,,MUNICIPAL,No,No,12,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dbc,66031,APARCABICIS_236,,"CALLE COMPOSITOR LEHMBERG RUIZ, 21 ",POINT (371832.850962326 4064602.40339597),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dbd,66112,APARCABICIS_291,Esq. con Cl. Emilio de la Cerda,"CALLE ALTAMIRA, 44 ",POINT (371594.046238627 4062822.41380622),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dbe,65903,APARCABICIS_111,A la altura del Centro de Servicios Sociales,"CALLE FERNÁNDEZ FERMINA, 7 ",POINT (371309.201259037 4064068.95931498),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dbf,66106,APARCABICIS_243,A la altura del Instituto Nacional de la S.S.,"CALLE HUÉSCAR, 12 ",POINT (372036.152493599 4064603.40227874),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc0,65982,APARCABICIS_196,Esquina Cl. Álamos.,"CALLE ÁLAMOS, 30 ",POINT (373286.685881034 4065127.72944175),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc1,65888,APARCABICIS_340,,"CALLE CARRETERÍA, 68 ",POINT (372956.000378906 4065165.00046429),,,,12,,MUNICIPAL,No,No,12,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc2,65957,APARCABICIS_138,Frente a Cl. Concha Lagos,"CALLE CONCHA LAGOS, 2 ",POINT (370043.924226275 4060779.38499315),,,,,,MUNICIPAL,No,No,12,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc3,65909,APARCABICIS_114,Esquina con Av. José Ortega y Gasset,"CALLE MAX ESTRELLA, 14 ",POINT (369167.116081163 4063388.18746825),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc4,66075,APARCABICIS_285,Esquina calle Platino,"CALLE ESCRITORA MATILDE DEL NIDO, 2 ",POINT (367651.663301383 4066856.6704097),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc5,66114,APARCABICIS_290,Esq. con Cl. Corregidor Horacio Coppola,"CALLE MANUEL RIVADENEYRA, 8 ",POINT (368903.346265267 4065417.92602833),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc6,65913,APARCABICIS_009,Esquina con Plaza Religiosa Filipense Dolores Márquez,"CALLE CERROJO, 1 ",POINT (372614.465901523 4064758.44265861),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc7,65980,APARCABICIS_192,Esquina con Alameda Principal.,"CALLE TOMÁS HEREDIA, 2 ",POINT (372871.602552166 4064418.95712315),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc8,65896,APARCABICIS_139,Esquina con c/ La Crónica,"CALLE NUESTRA SEÑORA DE LAS CANDELAS, 13 ",POINT (370444.959907747 4061175.23805921),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dc9,66029,APARCABICIS_225,Esq. con Cl. Santa Elena,"CALLE MARTÍNEZ MALDONADO, 49 ",POINT (371807.173205337 4064929.73192235),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dca,66081,APARCABICIS_289,Esquina c/ Charles Dickens,"CALLE DEL DOCTOR MIGUEL DÍAZ RECIO, 22 ",POINT (369164.270062724 4065202.32199598),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dcb,66028,APARCABICIS_224,Frente a Biblioteca,"CALLE MARTÍNEZ MALDONADO, 71 ",POINT (371533.337498813 4064932.61876176),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dcc,65908,APARCABICIS_159,Esquina con Cl. Monseñor Carrillo Rubio,"CALLE MARTÍNEZ MALDONADO, 63 ",POINT (371669.911811645 4064921.19033582),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dcd,66072,APARCABICIS_286,Esquina con Cl. Ruiseñores,"CALLE RUISEÑORES, 19 ",POINT (367546.911079148 4066320.99705517),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dce,66025,APARCABICIS_179,Junto al colegio,"AVENIDA DE LA AURORA, 77 ",POINT (371287.456259691 4064204.734113),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dcf,66089,APARCABICIS_299,A la altura del Colegio Julio Caro Baroja,"CALLE CONDE LUCANOR, 13 ",POINT (369393.161281338 4059193.68555911),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd0,65904,APARCABICIS_144,Esquina con Cl. Acacias de Guadalmar,"CALLE ACACIAS DE GUADALMAR, 2 ",POINT (369840.904081091 4058586.33014084),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd1,66073,APARCABICIS_283,A la altura de la biblioteca Serafín Estebanez Calderón,"CALLE PILAR, 1 ",POINT (359994.206612953 4066317.91507942),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd2,66039,APARCABICIS_189,Junta de Distrito,"CALLE IGNACIO SÁNCHEZ MEJÍAS, 6 ",POINT (362001.404851829 4065792.03434435),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd3,65884,APARCABICIS_334,,"CALLE MAESTRO TOMÁS BRETÓN, 31 ",POINT (365647.000398252 4058422.00044177),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd4,66047,APARCABICIS_250,,"PLAZA ENRIQUE GARCÍA-HERRERA, 7 ",POINT (372813.616966453 4064760.91708379),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd5,66046,APARCABICIS_249,,"PLAZA ENRIQUE GARCÍA-HERRERA, 13 ",POINT (372791.594669927 4064703.65499511),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd6,66045,APARCABICIS_251,,"PLAZA ENRIQUE GARCÍA-HERRERA, 16 ",POINT (372756.677853362 4064704.39611643),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd7,66027,APARCABICIS_218,Esq. con Cl. Horacio Lengo,"AVENIDA DE LA AURORA, 65 ",POINT (371412.467963114 4064230.59551605),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd8,65977,APARCABICIS_162,Esquina Av. Gregorio Prieto. (Estación de metro Ciudad de la Justicia),"BULEVAR LOUIS PASTEUR, 15 ",POINT (369206.341804395 4064574.8750933),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dd9,66017,APARCABICIS_097,Junto al Estadio de la Rosaleda,"AVENIDA DE LA PALMILLA, 1 ",POINT (372533.514137066 4066291.59895547),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dda,65922,APARCABICIS_063,Frente Escuela Turismo.,"PASEO DE SANCHA, 12 ",POINT (374615.090628406 4064906.42873942),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2ddb,66003,APARCABICIS_219,Esquina Pasaje Francisco Blanca Mora.,"AVENIDA DE LA PALMILLA, 27 ",POINT (372678.005223485 4066920.81363523),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2ddc,66016,APARCABICIS_231,Esquina Cl. Hermanos Álvarez Quintero,"CALLE HERMANOS ÁLVAREZ QUINTERO, 6 ",POINT (372904.025399056 4067928.33310913),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2ddd,65962,APARCABICIS_149,Esquina con c/ Vega. (jardines),"PLAZA DE LA INMACULADA, 5 ",POINT (365683.472247238 4059281.67670823),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dde,74288,APARCABICIS_2119,"Camino de las Erizas, 3","CAMINO  DE LAS ERIZAS, 3 ",POINT (372061.205514202 4068268.81322655),,,,,,MUNICIPAL,No,No,5,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2ddf,65948,APARCABICIS_120,Esquina Plaza Cruz de Humilladero,"CAMINO DE SAN RAFAEL, 4 ",POINT (371232.166358509 4063854.16460287),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de0,66100,APARCABICIS_313,,"CALLE PIRANDELLO, 16 ",POINT (369448.870042734 4064342.1070588),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de1,66038,APARCABICIS_223,Esquina c/ Emilio Prados,"AVENIDA DE SOR TERESA PRAT, 50 ",POINT (371208.44700226 4062248.53576926),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de2,66117,APARCABICIS_319,Esq. CMNO de lo Guindos,"CALLE REALENGA DE SAN LUIS, 13 ",POINT (370550.402628649 4061844.89867139),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de3,66077,APARCABICIS_279,,"AVENIDA DE SOR TERESA PRAT, 84 ",POINT (370882.964533253 4061510.42957911),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de4,66121,APARCABICIS_323,Esq. Cl. Viñas del Mar,"AVENIDA DE GREGORIO DIEGO, 5 ",POINT (370055.999631162 4061653.00032322),,,,,,MUNICIPAL,No,No,4,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de5,66034,APARCABICIS_207,Museo del Automóvil,"AVENIDA DE SOR TERESA PRAT, 15 ",POINT (371405.869553306 4062530.52103157),,,,,,MUNICIPAL,No,No,16,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de6,66032,APARCABICIS_187,Esquina Avda.Sor Teresa Prat,"AVENIDA DE SOR TERESA PRAT, 2 ",POINT (371450.639176321 4062762.87054538),,,,,,MUNICIPAL,No,No,10,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de7,66113,APARCABICIS_311,Junto al Colegio Los Guindos,"AVENIDA DE GREGORIO DIEGO, 41 ",POINT (370457.480729453 4061361.28395681),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de8,65938,APARCABICIS_025,A la altura de la Delegación de Medio Ambiente de la J.A.,"CALLE MAURICIO MORO PARETO, 4 ",POINT (371859.111685404 4064115.79171526),,,,,,MUNICIPAL,No,No,6,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2de9,65902,APARCABICIS_147,Esquina con c/ Ángeles Rubio Arguelles,"CALLE TORREMOLINOS, 78 ",POINT (365503.546059559 4058633.22181345),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2dea,65941,APARCABICIS_101,Esquina con Cl. Manuel España Lobo,"CALLE MANUEL ESPAÑA LOBO, 1 ",POINT (371607.459140359 4064463.59674723),,,,,,MUNICIPAL,No,No,8,1987
da_aparcamientosBici.fid-5e0b4e14_192281f7d42_2deb,65895,APARCABICIS_124,Ave María,"AVENIDA DE SOR TERESA PRAT, 49 ",POINT (371212.166170129 4062210.64151507),,,,,,MUNICIPAL,No,No,8,1987
